Name,Team,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,playerid
Tyler Burgoon,Mariners (AA),24,50.1,11.62,4.11,2.83,1.07,30.50%,10.80%,19.70%,0.239,1.35,0.333,77.90%,3.58,3.37,0.21,sa526419
Parker Frazier,- - -,24,58.1,7.1,3.55,2,0.46,19.80%,9.90%,9.90%,0.222,1.18,0.272,82.30%,2.31,3.38,-1.06,sa390238
Matt Buschmann,Rays (AA),29,63.2,8.91,3.25,2.74,0.85,23.60%,8.60%,15.00%,0.245,1.29,0.308,79.60%,2.69,3.38,-0.7,sa327840
Santos Rodriguez,White Sox (AA),25,23,9.78,5.48,1.79,0.39,25.80%,14.40%,11.30%,0.161,1.17,0.218,83.30%,2.35,3.39,-1.04,sa393054
Mitch Atkins,Braves (AA),27,96,7.13,3.28,2.17,0.56,18.40%,8.50%,9.90%,0.259,1.38,0.312,76.20%,3.47,3.39,0.08,8369
Sean Murphy,Athletics (AA),24,136.2,7.97,3.29,2.42,0.59,20.70%,8.50%,12.10%,0.259,1.37,0.321,71.10%,4.08,3.39,0.69,sa549877
Garrett Gould,Dodgers (AA),21,41.1,9.8,3.27,3,1.09,25.00%,8.30%,16.70%,0.255,1.38,0.322,50.00%,5.88,3.4,2.48,sa500824
Tom Boleska,Orioles (AA),26,25.1,9.95,4.97,2,0.36,24.40%,12.20%,12.20%,0.27,1.62,0.366,66.50%,5.33,3.4,1.93,sa401634
Eric Jokisch,Cubs (AA),23,160.2,7.67,3.02,2.54,0.78,20.60%,8.10%,12.50%,0.237,1.23,0.284,71.70%,3.42,3.4,0.01,11157
Alan Farina,Blue Jays (AA),26,25,11.52,2.88,4,1.08,28.60%,7.10%,21.40%,0.223,1.24,0.294,82.70%,2.88,3.4,-0.52,sa388377
Jhonatan Ramos,Pirates (AA),23,47.2,7.93,2.08,3.82,0.76,20.30%,5.30%,15.00%,0.272,1.34,0.329,67.30%,4.72,3.41,1.31,sa504204
Justin Marks,Royals (AA),25,11.1,9.53,3.97,2.4,0.79,25.50%,10.60%,14.90%,0.167,1.06,0.207,84.90%,1.59,3.41,-1.82,10265
Daniel Hudson,Diamondbacks (AA),26,2,4.5,4.5,1,0,11.10%,11.10%,0.00%,0.25,1.5,0.286,66.70%,4.5,3.41,1.09,7146
Bo Schultz,Diamondbacks (AA),27,85,5.51,3.07,1.79,0.32,15.00%,8.40%,6.70%,0.2,1.07,0.231,73.60%,2.86,3.42,-0.56,5028
Tim Crabbe,Reds (AA),25,140.1,6.48,2.31,2.81,0.77,17.40%,6.20%,11.20%,0.263,1.27,0.304,74.30%,3.27,3.42,-0.15,sa501702
Ryan Dennick,Reds (AA),26,104,5.71,2.25,2.54,0.69,15.40%,6.10%,9.30%,0.251,1.22,0.284,70.20%,3.55,3.42,0.13,9261
Blake Cooper,Diamondbacks (AA),25,43,6.28,4.6,1.36,0.21,16.60%,12.20%,4.40%,0.196,1.23,0.236,64.60%,2.93,3.42,-0.49,sa549089
Chad Rogers,Reds (AA),23,69.2,7.11,3.36,2.12,0.65,19.90%,9.40%,10.50%,0.189,1.05,0.222,79.10%,2.2,3.43,-1.23,sa549784
Marcos Frias,Nationals (AA),24,19,9,2.37,3.8,0.47,20.40%,5.40%,15.10%,0.31,1.63,0.391,56.60%,6.16,3.43,2.73,sa456446
Danny Burawa,Yankees (AA),24,66,9,5.73,1.57,0.14,23.70%,15.10%,8.60%,0.198,1.35,0.271,73.10%,2.59,3.43,-0.84,sa549108
Mike Piazza,Angels (AA),26,88.2,8.83,3.76,2.35,0.71,23.50%,10.00%,13.50%,0.239,1.31,0.304,78.60%,3.15,3.44,-0.29,sa504063
Stephen Shackleford,Mariners (AA),24,28,7.39,4.82,1.53,0.32,18.90%,12.30%,6.60%,0.245,1.46,0.305,76.40%,2.89,3.45,-0.56,sa549913
Chasen Shreve,Braves (AA),22,42.2,5.91,4.64,1.27,0.21,14.60%,11.50%,3.10%,0.253,1.52,0.298,62.90%,4.43,3.45,0.98,10855
Richard Bleier,Rangers (AA),26,62.1,5.92,1.88,3.15,0.72,16.00%,5.10%,10.90%,0.252,1.19,0.286,70.60%,3.18,3.46,-0.28,sa454724
Jameson Taillon,Pirates (AA),21,110.1,8.65,2.94,2.94,0.65,22.20%,7.50%,14.60%,0.256,1.34,0.322,69.80%,3.67,3.46,0.21,sa548151
John Lannan,Phillies (AA),28,7,1.29,1.29,1,0,3.90%,3.90%,0.00%,0.28,1.14,0.292,75.00%,2.57,3.47,-0.9,7080
Matt Packer,Indians (AA),25,154,6.95,2.57,2.7,0.47,18.00%,6.70%,11.30%,0.282,1.4,0.34,71.90%,3.27,3.47,-0.19,sa502757
Jason Gurka,Orioles (AA),25,39.2,10.44,4.08,2.56,0.45,27.10%,10.60%,16.50%,0.24,1.34,0.337,81.90%,2.95,3.48,-0.53,sa455306
Tyler Pill,Mets (AA),23,19,8.05,3.79,2.13,0.47,18.50%,8.70%,9.80%,0.345,1.95,0.424,56.20%,7.58,3.48,4.1,sa577757
Steve Garrison,Diamondbacks (AA),26,43.2,10.1,2.89,3.5,1.24,26.80%,7.70%,19.10%,0.238,1.24,0.301,83.70%,3.3,3.49,-0.19,9869
Danny Duffy,Royals (AA),24,16,15.75,2.81,5.6,1.69,41.20%,7.40%,33.80%,0.267,1.31,0.448,85.90%,3.94,3.49,0.44,3542
Wilmer Font,Rangers (AA),23,32,12.66,6.75,1.88,0.56,33.60%,17.90%,15.70%,0.13,1.19,0.197,86.00%,1.41,3.49,-2.09,5257
Kenn Kasparek,Pirates (AA),27,60.2,6.53,2.37,2.75,0.45,17.10%,6.20%,10.90%,0.262,1.29,0.311,70.70%,3.26,3.51,-0.24,sa454774
Spencer Arroyo,White Sox (AA),24,144.2,5.72,2.74,2.09,0.56,15.40%,7.40%,8.00%,0.245,1.23,0.28,67.90%,3.42,3.51,-0.09,sa454994
Pete Ruiz,Red Sox (AA),25,53.1,11.64,4.56,2.56,0.68,28.90%,11.30%,17.60%,0.242,1.44,0.343,62.80%,5.23,3.51,1.72,sa455120
Rob Waite,Marlins (AA),26,11.2,5.4,4.63,1.17,0,13.00%,11.10%,1.90%,0.298,1.71,0.35,71.40%,4.63,3.51,1.12,sa455331
Nick Tropeano,Astros (AA),22,133.2,8.75,2.63,3.33,1.01,23.10%,6.90%,16.20%,0.269,1.34,0.333,72.70%,4.11,3.51,0.59,12385
David Holmberg,Diamondbacks (AA),21,157.1,6.64,2.86,2.32,0.69,17.80%,7.70%,10.10%,0.232,1.19,0.27,76.30%,2.75,3.52,-0.77,7725
Chad Bettis,Rockies (AA),24,63,9.71,1.86,5.23,1.29,26.30%,5.00%,21.20%,0.247,1.16,0.307,75.70%,3.71,3.52,0.2,10587
Drake Britton,Red Sox (AA),24,97.1,7.4,3.33,2.22,0.46,19.50%,8.80%,10.70%,0.253,1.34,0.31,64.00%,3.51,3.52,-0.01,2868
Josh Osich,Giants (AA),24,29.2,8.49,3.64,2.33,0.61,23.00%,9.80%,13.10%,0.236,1.28,0.3,62.50%,4.85,3.53,1.33,sa548427
Patrick Lehman,Nationals (AA),26,19.2,10.53,3.2,3.29,0.92,25.80%,7.90%,18.00%,0.284,1.53,0.375,67.40%,5.49,3.53,1.96,sa501681
Josh Romanski,- - -,26,32,8.72,3.66,2.38,0.84,21.80%,9.20%,12.70%,0.31,1.66,0.39,65.60%,5.06,3.53,1.53,sa454528
Caleb Cotham,Yankees (AA),25,29,8.07,4.03,2,0.31,20.60%,10.30%,10.30%,0.243,1.38,0.31,71.40%,3.72,3.53,0.19,sa501483
Greg Peavey,Mets (AA),24,33,6.55,2.73,2.4,0.27,17.80%,7.40%,10.40%,0.223,1.12,0.271,70.70%,3,3.54,-0.54,sa392163
Edgar Ibarra,Twins (AA),24,42.1,8.5,4.25,2,0.43,23.30%,11.60%,11.60%,0.212,1.23,0.275,83.70%,1.91,3.54,-1.62,sa456481
Matt Barnes,Red Sox (AA),23,108,11.25,3.83,2.93,0.92,28.20%,9.60%,18.60%,0.261,1.46,0.357,68.20%,4.33,3.54,0.8,12863
Josh Smith,Reds (AA),25,160,7.82,2.81,2.78,0.9,20.60%,7.40%,13.20%,0.24,1.24,0.286,76.70%,3.26,3.54,-0.28,sa549494
Robbie Ray,Nationals (AA),21,58,9.31,3.26,2.86,0.62,23.50%,8.20%,15.30%,0.246,1.33,0.317,71.10%,3.72,3.55,0.18,11486
Virgil Vasquez,Twins (AA),31,48.2,6.29,1.48,4.25,0.74,17.20%,4.00%,13.10%,0.222,1.03,0.252,61.70%,3.14,3.55,-0.41,6124
Jonathan Arias,Mariners (AA),25,20.1,12.39,4.43,2.8,1.33,32.60%,11.60%,20.90%,0.211,1.28,0.289,73.40%,4.43,3.55,0.87,sa392877
Malcom Culver,Royals (AA),23,2,4.5,0,1,0,11.10%,0.00%,11.10%,0.25,1,0.286,100.00%,0,3.56,-3.56,sa454968
Vance Albitz,Cardinals (AA),25,4,4.5,4.5,1,0,12.50%,12.50%,0.00%,0.143,1,0.167,100.00%,0,3.56,-3.56,sa545433
Michael Nix,White Sox (AA),30,52.2,6.66,3.25,2.05,0.68,17.10%,8.30%,8.80%,0.269,1.42,0.315,61.10%,5.64,3.56,2.08,sa291773
Donn Roach,Padres (AA),23,142.2,4.86,2.52,1.93,0.44,12.80%,6.70%,6.20%,0.249,1.25,0.278,63.50%,3.53,3.56,-0.03,10620
Jeff Karstens,Pirates (AA),30,4,9,4.5,2,0,22.20%,11.10%,11.10%,0.133,1,0.182,60.00%,0,3.57,-3.57,5879
Trent Howard,Orioles (AA),23,4,2.25,2.25,1,0,6.30%,6.30%,0.00%,0.267,1.25,0.286,20.00%,9,3.57,5.43,sa577792
Armando Rodriguez,Mets (AA),25,19.2,9.61,3.2,3,0.92,25.90%,8.60%,17.30%,0.23,1.22,0.294,47.20%,5.95,3.58,2.37,sa503637
Onelki Garcia,Dodgers (AA),23,52.1,9.11,5.5,1.66,0.52,23.40%,14.10%,9.30%,0.212,1.39,0.277,79.10%,2.75,3.58,-0.83,13674
Luis Vasquez,Dodgers (AA),27,25,12.24,8.28,1.48,0.36,30.60%,20.70%,9.90%,0.172,1.52,0.269,79.80%,2.88,3.59,-0.71,sa393198
Jimmy Patterson,Rays (AA),24,41,5.93,1.98,3,0.88,15.80%,5.30%,10.50%,0.248,1.2,0.277,67.60%,4.17,3.6,0.58,sa546805
Phil Klein,Rangers (AA),24,53.2,12.41,7.38,1.68,0.5,30.30%,18.00%,12.30%,0.227,1.66,0.347,78.30%,2.52,3.6,-1.08,12675
Ryan Vogelsong,Giants (AA),35,11,6.55,1.64,4,0.82,19.10%,4.80%,14.30%,0.25,1.09,0.29,100.00%,0.82,3.6,-2.78,1011
Shawn Armstrong,Indians (AA),22,33,11.73,5.73,2.05,0.55,28.10%,13.70%,14.40%,0.246,1.61,0.353,70.90%,4.09,3.6,0.49,sa598951
Joe Gardner,Rockies (AA),25,55.1,9.76,2.93,3.33,0.98,24.60%,7.40%,17.20%,0.236,1.27,0.299,56.20%,5.53,3.6,1.93,sa501227
Carlos Fisher,- - -,30,56.2,12.39,6.35,1.95,0.79,29.90%,15.30%,14.60%,0.218,1.55,0.314,72.00%,3.97,3.6,0.37,9832
Josh Mueller,Rockies (AA),24,36.2,5.89,3.44,1.71,0.49,15.90%,9.30%,6.60%,0.241,1.28,0.279,67.90%,3.68,3.6,0.08,sa526401
Nathan Karns,Nationals (AA),25,132.2,10.52,3.26,3.23,0.95,28.00%,8.70%,19.40%,0.219,1.18,0.289,76.20%,3.26,3.6,-0.35,12638
Dallas Beeler,Cubs (AA),24,54.2,5.76,2.8,2.06,0.49,15.40%,7.50%,7.90%,0.211,1.1,0.241,64.70%,3.13,3.61,-0.48,11471
Randy Boone,Blue Jays (AA),28,62.1,7.07,2.31,3.06,0.72,18.60%,6.10%,12.60%,0.272,1.33,0.323,63.60%,3.47,3.61,-0.15,sa389685
Shane Greene,Yankees (AA),24,79.1,7.71,2.27,3.4,0.68,19.50%,5.70%,13.80%,0.286,1.41,0.347,76.00%,3.18,3.61,-0.44,10756
Manuel Barreda,Yankees (AA),24,10.1,10.45,6.97,1.5,0,26.10%,17.40%,8.70%,0.189,1.45,0.28,68.80%,4.35,3.62,0.74,sa390658
Josh Geer,Padres (AA),30,100.1,7.09,2.15,3.29,0.99,18.40%,5.60%,12.80%,0.281,1.38,0.326,74.20%,3.41,3.62,-0.22,4781
Dayan Diaz,Cubs (AA),24,7,12.86,3.86,3.33,1.29,32.30%,9.70%,22.60%,0.185,1.14,0.25,65.80%,5.14,3.63,1.52,sa549700
Marquis Fleming,Rays (AA),26,92,8.71,3.33,2.62,0.98,21.80%,8.30%,13.50%,0.28,1.5,0.346,66.40%,5.18,3.63,1.55,sa454927
David Rollins,Astros (AA),23,33,9,2.73,3.3,1.09,23.20%,7.00%,16.20%,0.29,1.45,0.362,71.40%,4.36,3.63,0.73,sa455425
Justin Wright,Cardinals (AA),23,59,9.76,3.81,2.56,0.92,23.20%,9.10%,14.10%,0.286,1.63,0.365,66.20%,5.34,3.63,1.71,sa526239
Anthony Ranaudo,Red Sox (AA),23,109.2,8.7,3.28,2.65,0.74,24.00%,9.10%,14.90%,0.201,1.09,0.25,76.10%,2.95,3.63,-0.68,11424
Dan Houston,Rockies (AA),26,101.2,5.93,2.66,2.23,0.62,15.70%,7.00%,8.70%,0.247,1.25,0.283,71.00%,3.36,3.64,-0.27,sa454953
Daniel Huchingson,Mets (AA),24,67,9.13,3.9,2.34,0.54,23.90%,10.20%,13.70%,0.22,1.25,0.287,82.90%,1.61,3.64,-2.03,sa455464
Brett Lorin,Diamondbacks (AA),26,22,6.95,2.86,2.43,0.82,18.30%,7.50%,10.80%,0.259,1.32,0.303,84.60%,2.45,3.64,-1.19,sa454589
Pedro Baez,Dodgers (AA),25,23.1,8.87,3.09,2.88,1.16,22.60%,7.80%,14.70%,0.277,1.46,0.338,70.50%,4.24,3.64,0.6,5420
Heath Wyatt,Cardinals (AA),24,47,7.28,1.91,3.8,0.96,19.40%,5.10%,14.30%,0.251,1.19,0.293,78.90%,3.26,3.65,-0.4,sa599387
Michael Cisco,Angels (AA),26,58.2,6.29,3.68,1.71,0.46,16.90%,9.90%,7.00%,0.235,1.28,0.278,70.10%,3.99,3.65,0.34,sa455688
Patrick Doyle,Reds (AA),25,1.1,6.75,6.75,1,0,11.10%,11.10%,0.00%,0.5,3.75,0.571,20.00%,27,3.66,23.34,sa549680
Eddie Gamboa,Orioles (AA),28,99,7.18,2.82,2.55,0.55,19.50%,7.70%,11.90%,0.223,1.14,0.27,63.60%,3.64,3.67,-0.03,sa455163
Jeffrey Inman,Pirates (AA),25,17,7.41,3.18,2.33,0.53,20.00%,8.60%,11.40%,0.238,1.24,0.292,82.50%,2.65,3.68,-1.03,sa328057
R.J. Seidel,Brewers (AA),25,13,9.69,2.77,3.5,1.38,24.10%,6.90%,17.20%,0.278,1.46,0.342,74.10%,4.85,3.68,1.16,sa327894
Gregory Infante,Dodgers (AA),25,37.2,8.6,5.97,1.44,0.48,22.20%,15.40%,6.80%,0.241,1.54,0.313,79.70%,3.35,3.68,-0.34,9119
Kyle Cofield,Dodgers (AA),26,32.1,8.07,4.73,1.71,0.56,21.50%,12.60%,8.90%,0.198,1.24,0.247,81.60%,2.78,3.69,-0.9,sa290212
Drew Verhagen,Tigers (AA),22,60,6,2.55,2.35,0.45,16.10%,6.90%,9.30%,0.234,1.17,0.272,71.60%,3,3.69,-0.69,13424
Matt Ridings,Royals (AA),25,20.1,6.64,4.43,1.5,0.44,16.10%,10.80%,5.40%,0.313,1.77,0.373,78.00%,3.98,3.7,0.29,sa502136
Deck Mcguire,Blue Jays (AA),24,157.1,8.18,3.38,2.42,0.69,21.30%,8.80%,12.50%,0.243,1.32,0.299,62.30%,4.86,3.7,1.16,sa548174
Jay Johnson,Phillies (AA),23,37.1,11.09,6.03,1.84,0.24,26.10%,14.20%,11.90%,0.221,1.53,0.316,77.90%,2.65,3.7,-1.05,sa502141
Nick Blackburn,Twins (AA),31,10.2,3.38,2.53,1.33,0,9.30%,7.00%,2.30%,0.256,1.22,0.286,57.10%,5.06,3.7,1.36,4270
Jose Gil,Yankees (AA),26,2.2,3.38,3.38,1,0,8.30%,8.30%,0.00%,0.364,1.88,0.4,80.00%,3.38,3.7,-0.32,sa294329
A.J. Morris,Cubs (AA),26,72,6.63,4.38,1.51,0.5,16.70%,11.00%,5.70%,0.263,1.51,0.313,57.90%,4.75,3.7,1.05,sa501212
Jeremy Bleich,Yankees (AA),26,65.1,7.85,5.37,1.46,0.14,20.30%,13.90%,6.40%,0.239,1.47,0.309,73.80%,2.76,3.71,-0.95,sa454413
Brock Huntzinger,Red Sox (AA),24,31,7.26,3.48,2.08,0.58,19.70%,9.50%,10.20%,0.209,1.16,0.25,72.30%,2.32,3.71,-1.39,sa390376
Merrill Kelly,Rays (AA),24,73.2,5.01,3.79,1.32,0.37,13.70%,10.40%,3.30%,0.204,1.15,0.231,64.40%,4.15,3.71,0.44,sa552177
Derek Eitel,Diamondbacks (AA),25,68.1,7.9,3.56,2.22,0.92,22.10%,9.90%,12.10%,0.18,1.04,0.209,65.90%,3.42,3.72,-0.29,sa549271
Mark Cohoon,Mets (AA),25,119.2,6.69,2.11,3.18,0.68,17.50%,5.50%,12.00%,0.309,1.45,0.365,69.10%,3.99,3.72,0.27,sa455146
Marcos Mateo,Cubs (AA),29,8.2,7.27,7.27,1,0,18.00%,18.00%,0.00%,0.188,1.5,0.24,92.30%,1.04,3.72,-2.68,6869
Zach Zaneski,Rangers (AA),27,3,6,3,2,0,16.70%,8.30%,8.30%,0.2,1,0.25,100.00%,0,3.72,-3.72,sa455900
Chris Reed,Dodgers (AA),23,137.2,6.93,4.12,1.68,0.59,18.10%,10.70%,7.30%,0.247,1.39,0.295,72.10%,3.86,3.73,0.13,sa578869
Yeiper Castillo,Cubs (AA),24,61.2,7.74,4.52,1.71,0.58,20.00%,11.70%,8.30%,0.217,1.31,0.266,66.80%,3.79,3.74,0.05,sa455793
Eduardo Rodriguez,Orioles (AA),20,59.2,8.9,3.62,2.46,0.75,23.40%,9.50%,13.90%,0.235,1.29,0.296,70.80%,4.22,3.74,0.48,sa548722
Nicholas Mcbride,Rangers (AA),22,56.2,4.92,3.65,1.35,0.32,11.60%,8.60%,3.00%,0.337,1.85,0.381,61.40%,6.19,3.74,2.45,sa501460
Chorye Spoone,Blue Jays (AA),27,49.2,10.51,5.62,1.87,0.36,25.90%,13.80%,12.10%,0.246,1.55,0.347,73.60%,3.99,3.75,0.24,sa291699
Caleb Clay,Nationals (AA),25,75.1,7.05,2.03,3.47,0.72,19.20%,5.50%,13.70%,0.226,1.08,0.266,69.10%,3.46,3.75,-0.28,sa326518
Matt Maloney,Red Sox (AA),29,14,5.14,1.29,4,0.64,13.10%,3.30%,9.80%,0.31,1.43,0.347,61.20%,5.14,3.75,1.39,9920
Charlie Short,Yankees (AA),24,4.2,9.64,7.71,1.25,0,22.70%,18.20%,4.60%,0.222,1.71,0.308,62.50%,3.86,3.75,0.1,sa692713
David Bromberg,Pirates (AA),25,136,8.4,3.44,2.44,0.66,22.20%,9.10%,13.10%,0.235,1.26,0.294,70.10%,3.51,3.76,-0.25,sa326256
Chris Petrini,Orioles (AA),26,66.2,7.97,4.46,1.79,0.41,20.60%,11.50%,9.10%,0.236,1.38,0.298,76.00%,3.11,3.76,-0.65,sa549511
Eduardo Figueroa,Cubs (AA),24,34,4.5,2.12,2.13,0.79,12.40%,5.80%,6.60%,0.225,1.09,0.239,85.40%,2.38,3.77,-1.38,sa502994
Enny Romero,Rays (AA),22,140.1,7.05,4.68,1.51,0.58,18.50%,12.30%,6.20%,0.212,1.3,0.253,77.70%,2.76,3.78,-1.02,4001
Scott Snodgress,White Sox (AA),23,143.2,5.64,3.7,1.53,0.56,14.50%,9.50%,5.00%,0.261,1.43,0.297,60.60%,4.7,3.79,0.91,12020
Andrew Carpenter,- - -,28,51.2,5.23,1.22,4.29,0.87,14.60%,3.40%,11.20%,0.205,0.91,0.219,84.10%,2.09,3.79,-1.7,9533
Blake Treinen,Nationals (AA),25,118.2,6.52,2.5,2.61,0.68,17.00%,6.50%,10.50%,0.267,1.33,0.31,72.30%,3.64,3.8,-0.16,12572
Aaron Brooks,Royals (AA),23,103.2,5.82,0.95,6.09,1.13,15.70%,2.60%,13.10%,0.274,1.2,0.3,69.90%,4.17,3.8,0.37,12272
Marcel Prado,Orioles (AA),25,29.1,8.59,3.07,2.8,0.31,21.20%,7.60%,13.60%,0.221,1.19,0.286,72.80%,2.45,3.8,-1.35,sa455649
Carlos Pimentel,Rangers (AA),23,116.2,9.41,2.85,3.3,1.23,25.30%,7.70%,17.60%,0.231,1.19,0.284,69.70%,4.09,3.8,0.29,sa393262
Steven Hensley,Rockies (AA),26,8,9,3.38,2.67,1.13,27.60%,10.30%,17.20%,0.077,0.63,0.059,83.30%,2.25,3.81,-1.56,sa454531
Fred Lewis,Yankees (AA),26,43.1,8.1,4.15,1.95,0.62,20.70%,10.60%,10.10%,0.274,1.52,0.341,84.10%,2.28,3.81,-1.52,sa549581
Tyler Clark,Tigers (AA),24,32.2,9.09,5.79,1.57,0.28,21.70%,13.80%,7.90%,0.287,1.78,0.379,75.10%,3.58,3.81,-0.23,sa549584
Jon Moscot,Reds (AA),21,31,8.13,3.48,2.33,0.87,20.30%,8.70%,11.60%,0.276,1.48,0.337,82.60%,3.19,3.82,-0.62,sa578871
Nick Maronde,Angels (AA),23,56.1,10.07,5.91,1.7,0.64,25.70%,15.10%,10.60%,0.199,1.38,0.266,73.90%,3.51,3.82,-0.3,12530
Terry Doyle,Red Sox (AA),27,68.2,6.42,2.23,2.88,0.79,16.80%,5.80%,11.00%,0.267,1.31,0.307,71.40%,4.06,3.82,0.24,sa392100
Jacob Degrom,Mets (AA),25,60,6.6,3,2.2,0.6,16.90%,7.70%,9.20%,0.289,1.48,0.34,62.10%,4.8,3.82,0.98,10954
Frank Francisco,Mets (AA),33,2,4.5,4.5,1,0,12.50%,12.50%,0.00%,0.286,1.5,0.333,100.00%,0,3.82,-3.82,1933
Blake Wood,Indians (AA),27,6,9,7.5,1.2,0,18.80%,15.60%,3.10%,0.296,2.17,0.381,46.20%,4.5,3.82,0.68,1345
Zach Jackson,Royals (AA),30,39,4.15,1.62,2.57,0.69,11.80%,4.60%,7.20%,0.224,1,0.238,84.20%,1.38,3.83,-2.44,8356
Jason Adam,Royals (AA),21,144,7.88,3.38,2.33,0.75,19.80%,8.50%,11.30%,0.269,1.44,0.328,60.40%,5.19,3.83,1.36,sa548332
Daniel Renken,Reds (AA),23,142,7.42,3.8,1.95,0.82,19.30%,9.90%,9.40%,0.239,1.33,0.283,70.50%,3.99,3.83,0.16,sa549725
Edwin Quirarte,Giants (AA),26,72.1,5.47,3.48,1.57,0.25,14.60%,9.30%,5.30%,0.245,1.3,0.287,80.00%,2.61,3.84,-1.22,sa454556
Nick Rodgers,Royals (AA),25,15.1,8.8,7.04,1.25,0,22.10%,17.70%,4.40%,0.204,1.5,0.282,60.00%,5.28,3.84,1.44,sa550452
Lay Batista,Angels (AA),23,122.2,6.53,3.15,2.07,0.59,17.60%,8.50%,9.10%,0.233,1.21,0.275,74.30%,3.38,3.85,-0.47,sa505283
Pat Urckfitz,Astros (AA),24,56.1,3.99,3.2,1.25,0.32,10.40%,8.30%,2.10%,0.262,1.37,0.288,76.40%,3.2,3.86,-0.66,sa457153
Brian Garman,Brewers (AA),24,29.2,6.67,3.03,2.2,0.91,16.70%,7.60%,9.10%,0.265,1.42,0.302,72.20%,4.25,3.86,0.39,sa547018
Brian Pearl,Reds (AA),25,17.2,6.11,2.04,3,1.02,15.80%,5.30%,10.50%,0.324,1.53,0.368,71.40%,4.58,3.87,0.71,sa501550
Ryan Feierabend,Rangers (AA),27,28,7.07,1.61,4.4,1.29,19.80%,4.50%,15.30%,0.293,1.29,0.338,72.40%,3.86,3.88,-0.02,6336
Mike Foltynewicz,Astros (AA),21,103.1,8.27,4.53,1.83,0.7,22.40%,12.30%,10.10%,0.204,1.23,0.254,77.00%,2.87,3.88,-1,10811
Jesse Biddle,Phillies (AA),21,138.1,10.02,5.33,1.88,0.65,26.20%,14.00%,12.30%,0.207,1.34,0.278,74.30%,3.64,3.88,-0.24,sa548186
Alexi Ogando,Rangers (AA),29,6,6,0,4,1.5,18.20%,0.00%,18.20%,0.182,0.67,0.177,76.90%,0,3.89,-3.89,10261
Nick Greenwood,Cardinals (AA),25,40.2,4.87,2.43,2,0.66,12.10%,6.00%,6.00%,0.296,1.5,0.326,64.60%,3.98,3.89,0.09,8182
Ryan Tatusko,Nationals (AA),28,7,5.14,5.14,1,0,14.30%,14.30%,0.00%,0.167,1.14,0.2,87.50%,0,3.9,-3.9,sa389188
Jimmy Ballinger,White Sox (AA),25,27.1,10.87,4.61,2.36,0.99,24.40%,10.40%,14.10%,0.299,1.79,0.395,65.60%,6.91,3.9,3.01,sa501649
Duke Von Schamann,Dodgers (AA),22,66.2,6.75,2.7,2.5,0.95,16.90%,6.80%,10.10%,0.303,1.53,0.351,70.00%,5,3.9,1.09,sa658267
Evan Crawford,Blue Jays (AA),26,38,7.82,4.5,1.74,0.24,18.10%,10.40%,7.70%,0.306,1.76,0.382,62.90%,5.68,3.9,1.78,7249
Trevor May,Twins (AA),23,151.2,9.44,3.98,2.37,0.83,24.10%,10.20%,14.00%,0.255,1.42,0.329,70.90%,4.51,3.91,0.6,6398
Carlos Marmol,Dodgers (AA),30,2,9,4.5,2,0,25.00%,12.50%,12.50%,0,0.5,0,100.00%,0,3.91,-3.91,2790
Cristhian Martinez,Braves (AA),31,2,9,9,1,0,18.20%,18.20%,0.00%,0.222,2,0.286,50.00%,9,3.91,5.09,5337
Eric Niesen,Red Sox (AA),27,18.2,10.61,5.79,1.83,0.48,25.00%,13.60%,11.40%,0.243,1.61,0.333,65.40%,4.34,3.91,0.43,sa390369
Mario Hollands,Phillies (AA),24,62.2,7.61,2.87,2.65,0.86,19.10%,7.20%,11.90%,0.275,1.44,0.327,71.80%,4.31,3.93,0.38,10504
Chris Gloor,Giants (AA),26,156.1,6.97,2.36,2.95,0.92,18.30%,6.20%,12.10%,0.264,1.3,0.306,70.30%,4.03,3.93,0.1,sa501949
Rigoberto Arrebato,Yankees (AA),27,18,12,5,2.4,1,29.60%,12.40%,17.30%,0.243,1.5,0.341,83.30%,3.5,3.94,-0.44,sa654259
Jake Thompson,Rays (AA),23,148.2,6.11,3.57,1.71,0.79,15.80%,9.30%,6.60%,0.259,1.4,0.294,68.00%,4.18,3.94,0.24,sa526929
Brandon Hynick,Angels (AA),28,141.2,6.23,2.16,2.88,1.02,17.50%,6.10%,11.40%,0.218,1.04,0.24,78.70%,2.8,3.95,-1.15,sa326872
Kyle Kaminska,Red Sox (AA),24,19,5.21,1.89,2.75,0.47,11.10%,4.00%,7.10%,0.37,2,0.413,48.00%,9,3.96,5.04,sa392170
Timothy Sexton,- - -,26,50,5.04,2.16,2.33,0.9,13.30%,5.70%,7.60%,0.266,1.3,0.289,72.40%,3.24,3.96,-0.72,sa392174
Justin Souza,Tigers (AA),27,41,6.8,2.63,2.58,0.88,19.10%,7.40%,11.70%,0.22,1.1,0.252,83.80%,2.63,3.96,-1.32,sa327061
Jenrry Mejia,Mets (AA),23,11,7.36,3.27,2.25,0.82,22.50%,10.00%,12.50%,0.167,0.91,0.192,100.00%,0.82,3.96,-3.14,8476
Arnold Leon,Athletics (AA),24,72.2,5.94,1.36,4.36,1.11,15.30%,3.50%,11.80%,0.292,1.35,0.324,69.40%,3.84,3.96,-0.13,sa421188
