Name,Team,Age,IP,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA,FIP,E-F,playerid
Jake Sanchez,White Sox (A),24,61,9.74,2.07,4.71,0.89,25.40%,5.40%,20.00%,0.232,1.15,0.296,73.60%,2.8,3.64,-0.83,sa739743
Aaron Brooks,Mariners (A),22,72.2,6.32,1.61,3.92,0.62,16.50%,4.20%,12.30%,0.277,1.29,0.321,72.20%,3.22,3.64,-0.42,sa658663
Daury Torrez,Cubs (A),21,131.1,5.55,1.44,3.86,0.55,15.50%,4.00%,11.50%,0.222,1,0.251,68.90%,2.74,3.64,-0.9,sa596959
Brad Allen,- - -,25,96.2,9.96,3.07,3.24,0.93,26.70%,8.20%,18.50%,0.242,1.26,0.315,75.00%,3.44,3.64,-0.2,sa580419
Mitch Brown,Indians (A),20,138.2,8.24,3.57,2.31,0.39,22.20%,9.60%,12.60%,0.223,1.21,0.286,69.80%,3.31,3.64,-0.33,sa657957
Chris Sadberry,Marlins (A),22,34,7.68,1.85,4.14,0.79,22.30%,5.40%,16.90%,0.179,0.85,0.209,76.60%,2.65,3.65,-1,sa828999
Garrett Nuss,Angels (A),21,105.1,7.26,3.33,2.18,0.34,19.00%,8.70%,10.30%,0.261,1.37,0.322,68.60%,3.76,3.65,0.11,sa599500
Yohander Mendez,Rangers (A),19,31,8.13,0.58,14,1.16,24.10%,1.70%,22.40%,0.228,0.9,0.268,84.80%,2.32,3.65,-1.33,sa657666
Oscar Perez,Red Sox (A),22,13.2,2.63,1.98,1.33,0,6.30%,4.70%,1.60%,0.377,1.9,0.404,53.90%,7.24,3.66,3.58,sa506222
Darwin Frias,Mets (A),22,57.1,11.93,4.24,2.81,0.63,30.80%,10.90%,19.80%,0.208,1.24,0.303,76.30%,2.98,3.67,-0.69,sa506935
Steven Messner,Giants (A),24,110,6.71,3.19,2.1,0.25,16.40%,7.80%,8.60%,0.306,1.62,0.369,65.10%,4.17,3.68,0.5,sa825117
Bradley Salgado,White Sox (A),22,32,7.59,1.13,6.75,0.84,20.20%,3.00%,17.20%,0.258,1.16,0.306,69.00%,3.38,3.68,-0.31,sa550067
Tyler Alexander,Brewers (A),22,65.1,10.06,4.41,2.28,0.41,23.60%,10.30%,13.20%,0.267,1.59,0.356,64.00%,4.68,3.68,1,sa738376
Andrew Lockett,Padres (A),20,5,1.8,1.8,1,0,4.80%,4.80%,0.00%,0.15,0.8,0.158,25.00%,0,3.68,-3.68,sa657984
Adrian Houser,Astros (A),21,108.2,7.7,3.06,2.51,0.41,20.30%,8.10%,12.20%,0.242,1.25,0.301,65.70%,4.14,3.7,0.44,sa597779
Niklas Stephenson,Royals (A),20,9,4,3,1.33,0,10.30%,7.70%,2.60%,0.306,1.56,0.344,64.30%,4,3.7,0.3,sa691089
Joseph Scanio,Cardinals (A),24,9.1,7.71,2.89,2.67,0,19.50%,7.30%,12.20%,0.229,1.18,0.296,71.40%,3.86,3.7,0.16,sa658294
Mark Bordonaro,Mariners (A),23,13.2,7.9,4.61,1.71,0,20.30%,11.90%,8.50%,0.26,1.46,0.342,81.80%,2.63,3.7,-1.07,sa658603
James Wooster,Marlins (A),25,16.2,9.18,5.94,1.55,0,25.00%,16.20%,8.80%,0.107,1.02,0.154,77.80%,2.16,3.71,-1.55,sa503571
Collin Wiles,Rangers (A),20,57.2,6.55,2.03,3.23,0.62,16.90%,5.20%,11.70%,0.281,1.37,0.328,66.80%,4.06,3.71,0.35,sa657869
Andy Otero,Braves (A),22,55,9.82,3.6,2.73,0.65,24.90%,9.10%,15.80%,0.255,1.4,0.336,72.60%,3.6,3.71,-0.11,sa506550
Jimmy Reed,Cardinals (A),23,72,7.75,2.25,3.44,0.75,20.10%,5.80%,14.20%,0.267,1.32,0.323,73.70%,3.88,3.72,0.15,sa658611
Luis Niebla,Yankees (A),23,36.1,3.96,1.24,3.2,0.25,10.70%,3.30%,7.30%,0.232,1.05,0.256,70.70%,2.23,3.72,-1.49,sa542987
Kohl Stewart,Twins (A),19,87,6.41,2.48,2.58,0.41,17.20%,6.70%,10.60%,0.228,1.14,0.27,69.70%,2.59,3.73,-1.14,sa737436
Manaure Martinez,Phillies (A),22,7,9,3.86,2.33,0,19.40%,8.30%,11.10%,0.29,1.71,0.375,35.70%,10.29,3.73,6.56,sa596321
Andrew Thurman,Astros (A),22,115.1,8.35,3.12,2.68,0.7,21.50%,8.10%,13.50%,0.268,1.4,0.333,58.80%,5.38,3.74,1.65,sa621668
Daniel Wright,Reds (A),23,43.2,8.66,1.44,6,1.03,24.60%,4.10%,20.50%,0.224,0.98,0.272,89.70%,2.06,3.74,-1.68,sa739038
Sam Bragg,Athletics (A),21,75.1,8.12,3.11,2.62,0.6,21.80%,8.30%,13.50%,0.234,1.22,0.292,74.20%,3.23,3.74,-0.51,sa738235
Jeffrey Enloe,Padres (A),24,63.1,4.83,2.13,2.27,0.43,12.80%,5.70%,7.20%,0.26,1.26,0.291,62.00%,3.84,3.74,0.1,sa738705
Ian Clarkin,Yankees (A),19,70,9.13,2.83,3.23,0.77,25.00%,7.80%,17.30%,0.247,1.23,0.319,75.70%,3.21,3.74,-0.53,sa737534
Joe Lovecchio,Blue Jays (A),23,7.2,5.87,3.52,1.67,0,15.60%,9.40%,6.30%,0.25,1.3,0.304,81.80%,2.35,3.75,-1.4,sa739665
Tony Rizzotti,Padres (A),22,49,7.53,3.86,1.95,0.37,17.30%,8.90%,8.40%,0.313,1.8,0.38,60.80%,5.88,3.75,2.13,sa549825
Leoncio Munoz,Mariners (A),23,15,6,4.2,1.43,0,13.70%,9.60%,4.10%,0.292,1.73,0.346,37.00%,9,3.75,5.25,sa550617
Cesar Ogando,Royals (A),22,12,6,3.75,1.6,0,13.60%,8.50%,5.10%,0.302,1.75,0.356,40.90%,7.5,3.75,3.75,sa597969
Rafael Pineda,Mariners (A),23,78,6,2.08,2.89,0.58,16.10%,5.60%,10.50%,0.271,1.28,0.313,79.00%,2.42,3.75,-1.33,sa658959
Matthew Carasiti,Rockies (A),22,76,9,3.32,2.71,0.71,24.00%,8.80%,15.10%,0.247,1.3,0.316,75.30%,3.08,3.76,-0.68,sa503086
Jonathan Maciel,Tigers (A),21,128.1,6.38,1.82,3.5,0.7,17.00%,4.90%,12.10%,0.272,1.28,0.315,66.00%,4.07,3.76,0.31,sa738222
Frank Rivas,Phillies (A),21,17.1,9.87,2.6,3.8,1.04,26.40%,6.90%,19.40%,0.254,1.27,0.326,62.50%,4.67,3.76,0.91,sa596037
Ryan Ledbetter,Rangers (A),22,5.2,11.12,7.94,1.4,0,24.10%,17.20%,6.90%,0.292,2.12,0.412,58.30%,4.76,3.76,1,sa738340
Ryne Slack,Rangers (A),21,82.1,10.28,4.59,2.24,0.55,26.90%,12.00%,14.90%,0.214,1.3,0.293,76.90%,3.28,3.77,-0.49,sa659790
Max Garner,Marlins (A),24,71.1,7.44,2.52,2.95,0.63,19.20%,6.50%,12.70%,0.266,1.35,0.32,64.80%,3.91,3.77,0.14,sa578906
Will Kendall,Pirates (A),22,16.1,7.71,3.31,2.33,0.55,19.20%,8.20%,11.00%,0.299,1.59,0.365,56.90%,6.06,3.77,2.29,sa738441
Alfonso Alcantara,Angels (A),21,125.1,8.4,4.31,1.95,0.43,22.50%,11.60%,11.00%,0.215,1.26,0.277,68.40%,3.81,3.77,0.03,sa657093
Jarlin Garcia,Marlins (A),21,133.2,7.47,1.41,5.29,0.88,19.50%,3.70%,15.80%,0.28,1.29,0.332,62.60%,4.38,3.77,0.6,sa597438
Tyler Skulina,Cubs (A),22,89.2,6.83,3.51,1.94,0.3,18.50%,9.50%,9.00%,0.218,1.18,0.267,70.50%,3.21,3.77,-0.56,sa550279
Paul Paez,Mets (A),22,35.1,7.39,2.8,2.64,0.51,19.30%,7.30%,12.00%,0.234,1.22,0.283,61.60%,4.08,3.78,0.29,sa658338
Dennis Torres,Orioles (A),24,35.1,7.13,4.33,1.65,0,18.30%,11.10%,7.20%,0.235,1.36,0.298,75.00%,3.31,3.78,-0.47,sa658652
Kevin Comer,Astros (A),21,76.1,7.55,3.07,2.46,0.47,19.20%,7.80%,11.40%,0.267,1.39,0.328,67.00%,4.24,3.79,0.46,sa597802
Scott Brattvet,Reds (A),22,46.1,6.99,3.5,2,0.39,18.30%,9.10%,9.10%,0.271,1.42,0.331,69.00%,4.08,3.79,0.29,sa737916
Rookie Davis,Yankees (A),21,126,7.57,3,2.52,0.5,19.10%,7.60%,11.60%,0.265,1.4,0.324,63.50%,4.93,3.79,1.14,sa599174
Brandon Moore,Brewers (A),22,9.2,10.24,2.79,3.67,0.93,25.60%,7.00%,18.60%,0.282,1.45,0.37,44.10%,7.45,3.8,3.65,sa707749
Jonathan Holmes,Braves (A),23,32.1,5.85,3.06,1.91,0.28,13.10%,6.90%,6.30%,0.324,1.82,0.373,56.30%,5.29,3.8,1.49,sa503707
Rodolfo Fernandez,Brewers (A),24,31.1,6.89,4.02,1.71,0.29,18.10%,10.50%,7.50%,0.22,1.28,0.269,75.80%,2.87,3.8,-0.93,sa832181
Matt Imhof,Phillies (A),20,27.1,8.89,1.98,4.5,0.99,23.30%,5.20%,18.10%,0.294,1.39,0.367,71.80%,4.28,3.81,0.47,sa828688
Kevin Mcgowan,Mets (A),22,59,6.71,3.36,2,0.31,18.40%,9.20%,9.20%,0.196,1.08,0.238,77.90%,2.14,3.81,-1.67,sa738255
Stefan Lopez,Yankees (A),23,26,9.35,2.42,3.86,1.04,26.50%,6.90%,19.60%,0.179,0.92,0.215,75.80%,2.42,3.82,-1.39,sa658302
Silfredo Garcia,Cardinals (A),22,29.2,6.37,3.34,1.91,0.3,14.70%,7.70%,7.00%,0.292,1.65,0.343,58.50%,4.25,3.82,0.43,sa546464
Alonzo Gonzalez,Blue Jays (A),22,79.1,10.21,3.4,3,1.02,25.50%,8.50%,17.00%,0.269,1.47,0.348,65.10%,5.11,3.83,1.28,sa548554
Robert Ramer,Giants (A),23,45.2,7.88,2.56,3.08,0.79,20.60%,6.70%,13.90%,0.26,1.31,0.314,58.80%,4.73,3.83,0.9,sa831853
Chase Johnson,Giants (A),22,110.1,7.67,3.26,2.35,0.41,19.50%,8.30%,11.20%,0.257,1.37,0.318,59.70%,4.57,3.83,0.74,sa549740
Artie Lewicki,Tigers (A),22,25.2,7.71,3.16,2.44,0.7,22.00%,9.00%,13.00%,0.209,1.09,0.254,79.40%,2.45,3.84,-1.38,sa829148
Jefri Hernandez,Rockies (A),23,20,11.25,5.85,1.92,0.45,25.50%,13.30%,12.20%,0.298,1.9,0.414,50.50%,6.3,3.84,2.46,sa506317
Paul Blackburn,Cubs (A),20,117,5.77,2.38,2.42,0.46,15.50%,6.40%,9.10%,0.242,1.19,0.28,71.20%,3.23,3.84,-0.61,sa657872
Jonathan Barrios,Pirates (A),22,38.1,8.92,3.76,2.38,0.47,20.70%,8.70%,12.00%,0.311,1.75,0.395,66.00%,4.7,3.85,0.85,sa504940
Patrick Kaminska,Rangers (A),23,26.2,6.41,0.68,9.5,1.01,18.60%,2.00%,16.70%,0.22,0.9,0.244,80.80%,2.7,3.85,-1.15,sa830286
Chad Taylor,Yankees (A),23,34,6.88,3.97,1.73,0.26,17.20%,9.90%,7.30%,0.267,1.5,0.324,65.20%,4.5,3.85,0.65,sa501777
Jasner Severino,Orioles (A),22,45.1,8.34,2.58,3.23,0.6,20.30%,6.30%,14.00%,0.303,1.54,0.378,62.70%,5.16,3.85,1.31,sa550635
Matthew Whitehouse,Indians (A),23,32.2,9.09,3.03,3,0.83,22.30%,7.40%,14.90%,0.289,1.53,0.364,50.20%,5.51,3.85,1.66,sa738202
Nickolas Sarianides,Diamondbacks (A),24,27,10.33,3,3.44,1,26.50%,7.70%,18.80%,0.208,1.15,0.264,83.30%,2.33,3.86,-1.52,sa502369
Tyler Barnette,White Sox (A),22,85,5.51,2.22,2.48,0.42,14.20%,5.70%,8.50%,0.292,1.42,0.336,56.10%,5.08,3.86,1.23,sa548463
JR Morillo,Reds (A),22,5.1,3.38,3.38,1,0,10.00%,10.00%,0.00%,0.222,1.13,0.25,83.30%,1.69,3.86,-2.17,sa506282
Luis Lugo,Indians (A),20,126.1,10.4,2.85,3.65,1.14,27.10%,7.40%,19.70%,0.251,1.3,0.325,61.10%,4.92,3.86,1.05,sa597249
Tristan Archer,Brewers (A),23,113,7.01,3.42,2.05,0.48,18.20%,8.90%,9.30%,0.25,1.35,0.301,71.10%,3.42,3.87,-0.44,sa503277
Timothy Hill,Royals (A),24,14.1,11.3,4.4,2.57,0.63,32.10%,12.50%,19.60%,0.085,0.77,0.107,94.80%,1.26,3.87,-2.61,sa829603
Nick Petree,Cardinals (A),23,21,10.29,4.29,2.4,0.86,27.60%,11.50%,16.10%,0.195,1.19,0.255,99.10%,1.29,3.87,-2.58,sa737915
Amir Garrett,Reds (A),22,133.1,8.57,3.44,2.49,0.74,22.60%,9.10%,13.60%,0.227,1.25,0.282,67.70%,3.65,3.87,-0.22,sa599236
Dylan Rheault,Orioles (A),22,67,6.72,3.36,2,0.27,17.90%,8.90%,8.90%,0.241,1.27,0.294,76.00%,2.82,3.87,-1.05,sa738309
Cory Bostjancic,Padres (A),21,7.2,7.04,5.87,1.2,0,15.80%,13.20%,2.60%,0.333,2.09,0.407,62.50%,7.04,3.88,3.17,sa658256
Jefry Rodriguez,Nationals (A),20,17,5.82,2.65,2.2,0,13.60%,6.20%,7.40%,0.375,1.88,0.443,58.30%,6.88,3.88,3,sa657760
Andrew Hanse,Rays (A),23,65.1,6.2,2.07,3,0.69,15.50%,5.20%,10.30%,0.292,1.45,0.335,54.40%,4.96,3.88,1.08,sa738306
Jonathon Crawford,Tigers (A),22,123,6.22,3.66,1.7,0.22,17.20%,10.10%,7.10%,0.214,1.16,0.26,75.30%,2.85,3.88,-1.03,sa550161
Yorman Landa,Twins (A),20,25,10.8,4.68,2.31,0.36,27.50%,11.90%,15.60%,0.2,1.24,0.288,78.70%,2.88,3.88,-1,sa597276
Jordan Cote,Yankees (A),21,22,7.36,3.68,2,0.41,18.00%,9.00%,9.00%,0.311,1.68,0.38,65.60%,5.32,3.9,1.41,sa597868
Tyler Viza,Phillies (A),19,126,5.71,1.71,3.33,0.64,14.00%,4.20%,9.80%,0.317,1.56,0.359,59.80%,5.29,3.91,1.37,sa738610
Zach Loraine,Cardinals (A),23,58.1,8.95,2.47,3.63,0.93,23.20%,6.40%,16.80%,0.266,1.32,0.333,82.90%,3.09,3.91,-0.83,sa738707
Nolan Becker,Reds (A),23,37.1,10.61,2.17,4.89,1.21,28.40%,5.80%,22.60%,0.197,0.99,0.247,73.50%,2.17,3.91,-1.74,sa658169
Kyle Fischer,Marlins (A),23,21.1,8.86,3.8,2.33,0.42,22.60%,9.70%,12.90%,0.259,1.41,0.339,72.80%,3.38,3.91,-0.54,sa829490
Victor Arano,Dodgers (A),19,86,8.69,2.09,4.15,1.15,22.90%,5.50%,17.40%,0.257,1.26,0.309,71.30%,4.08,3.92,0.17,sa739831
Marc Magliaro,Rockies (A),24,3,3,3,1,0,8.30%,8.30%,0.00%,0.273,1.33,0.3,50.00%,6,3.92,2.08,sa739267
Genison Reyes,Padres (A),22,39,9,5.08,1.77,0.46,21.10%,11.90%,9.20%,0.29,1.77,0.372,61.00%,6.69,3.92,2.77,sa599580
David Richardson,Orioles (A),23,32.1,6.68,3.06,2.18,0.56,18.60%,8.50%,10.10%,0.203,1.08,0.239,83.90%,1.95,3.93,-1.98,sa549266
Kevin Perez,Royals (A),20,58.2,9.51,4.6,2.07,0.46,23.80%,11.50%,12.30%,0.239,1.43,0.317,62.50%,4.6,3.93,0.68,sa738154
Luis Ysla,Giants (A),22,121.1,8.53,3.34,2.56,0.59,22.40%,8.80%,13.70%,0.228,1.23,0.287,79.30%,2.45,3.93,-1.48,sa739569
Ethan Mildren,Twins (A),23,73.2,6.6,1.95,3.38,0.73,17.50%,5.20%,12.30%,0.272,1.28,0.317,70.60%,4.03,3.93,0.1,sa737903
Nick Travieso,Reds (A),20,142.2,7.19,2.78,2.59,0.63,19.20%,7.40%,11.80%,0.228,1.17,0.272,70.60%,3.03,3.93,-0.91,sa657906
Zachary Von Rosenberg,Pirates (A),23,37.1,6.03,1.21,5,0.72,16.90%,3.40%,13.50%,0.25,1.07,0.286,69.60%,3.38,3.93,-0.56,sa501498
Jacob Booden,Cardinals (A),23,6.2,8.1,6.75,1.2,0,20.00%,16.70%,3.30%,0.16,1.35,0.211,66.70%,2.7,3.93,-1.23,sa659506
Edison Frias,Astros (A),23,74.2,7.23,1.81,4,0.84,18.80%,4.70%,14.10%,0.281,1.33,0.332,58.80%,4.82,3.94,0.88,sa605481
Miguel Castro,Blue Jays (A),19,21.2,8.31,2.91,2.86,0.83,24.10%,8.40%,15.70%,0.133,0.78,0.151,59.20%,3.74,3.95,-0.21,sa660043
Markus Solbach,Diamondbacks (A),22,36.1,4.95,0.99,5,0.74,13.50%,2.70%,10.80%,0.268,1.16,0.294,67.80%,3.96,3.95,0.01,sa599472
Adonys Cardona,Blue Jays (A),20,10.2,9.28,6.75,1.38,0,20.40%,14.80%,5.60%,0.289,1.97,0.382,40.90%,8.44,3.95,4.48,sa599058
James Stokes,Indians (A),23,14.2,11.66,7.36,1.58,0,28.40%,17.90%,10.50%,0.154,1.36,0.242,82.60%,2.45,3.96,-1.51,sa579537
Matt Stalcup,Athletics (A),23,89.1,7.05,2.01,3.5,0.91,18.00%,5.20%,12.90%,0.276,1.35,0.321,73.40%,3.93,3.97,-0.04,sa737923
Yoel Mecias,Phillies (A),20,33.2,6.15,2.41,2.56,0.53,16.90%,6.60%,10.30%,0.232,1.13,0.27,75.30%,3.21,3.97,-0.76,sa659408
Jordan Hershiser,Dodgers (A),25,59.1,9.4,3.49,2.7,0.91,26.50%,9.80%,16.70%,0.206,1.11,0.262,82.20%,2.28,3.97,-1.7,sa658976
Ricardo Rodriguez,Rangers (A),21,102.2,6.31,2.45,2.57,0.61,17.00%,6.60%,10.40%,0.257,1.26,0.299,71.20%,3.07,3.98,-0.91,sa597435
Evan Rutckyj,Yankees (A),22,37.1,11.09,5.3,2.09,0.48,27.20%,13.00%,14.20%,0.218,1.42,0.309,74.30%,3.86,3.99,-0.13,sa549263
Andrew Walter,Astros (A),23,47.2,9.06,3.59,2.53,0.57,23.40%,9.30%,14.20%,0.23,1.26,0.299,75.20%,3.21,3.99,-0.78,sa502718
Johnny Shuttlesworth,Diamondbacks (A),24,31.2,7.96,2.84,2.8,0.85,20.70%,7.40%,13.30%,0.298,1.48,0.366,77.60%,3.98,3.99,-0.01,sa738406
Luis Castillo,Giants (A),21,58.2,10.13,3.84,2.64,0.92,25.80%,9.80%,16.00%,0.244,1.38,0.317,80.20%,3.07,4,-0.93,sa657487
Christopher O'Hare,Phillies (A),23,17,11.65,7.41,1.57,0,25.30%,16.10%,9.20%,0.271,1.94,0.396,44.40%,7.94,4,3.94,sa707789
Alex Balog,Rockies (A),21,150.1,6.82,2.45,2.78,0.72,18.00%,6.50%,11.50%,0.269,1.32,0.316,65.50%,3.95,4.01,-0.05,sa737622
Harrison Cooney,Angels (A),22,129,6.35,3.56,1.78,0.35,16.80%,9.40%,7.40%,0.225,1.23,0.268,73.60%,2.65,4.02,-1.37,sa550830
Tyler Bray,Cardinals (A),22,9.1,9.64,3.86,2.5,0.96,26.30%,10.50%,15.80%,0.177,1.07,0.217,58.10%,4.82,4.02,0.8,sa829423
Matt Dermody,Blue Jays (A),23,96.1,6.07,3.36,1.81,0.47,15.20%,8.40%,6.80%,0.29,1.55,0.338,62.10%,4.67,4.02,0.65,sa502297
Alex Panteliodis,Mets (A),23,77.2,4.52,1.85,2.44,0.58,11.30%,4.60%,6.70%,0.315,1.55,0.346,62.00%,4.52,4.04,0.48,sa577987
Benjamin Griset,Rays (A),22,72.1,6.97,1.62,4.31,1,17.40%,4.00%,13.40%,0.311,1.49,0.36,71.10%,3.86,4.04,-0.18,sa550008
Ashton Goudeau,Royals (A),21,17.2,9.17,3.06,3,1.02,22.80%,7.60%,15.20%,0.315,1.64,0.396,49.60%,6.62,4.04,2.58,sa658634
Ricky Knapp,Mets (A),22,120.1,6.88,2.92,2.36,0.6,16.90%,7.20%,9.70%,0.281,1.49,0.331,65.00%,4.34,4.04,0.29,sa550202
Jake Johansen,Nationals (A),23,100.2,7.96,4.92,1.62,0.27,19.10%,11.80%,7.30%,0.298,1.74,0.376,63.00%,5.19,4.05,1.13,sa503669
Luc Rennie,Orioles (A),20,87,7.45,2.17,3.43,0.83,17.70%,5.20%,12.50%,0.344,1.75,0.409,59.30%,6.21,4.06,2.15,sa658278
William Lamarche,Tigers (A),22,39.2,9.08,5.45,1.67,0.23,22.90%,13.70%,9.10%,0.207,1.36,0.279,63.10%,4.99,4.06,0.93,sa658316
Chris Diaz,Braves (A),21,33.1,9.72,5.67,1.71,0.27,25.00%,14.60%,10.40%,0.177,1.26,0.244,76.20%,2.97,4.07,-1.1,sa829369
Sean Furney,Diamondbacks (A),23,123.2,5.82,1.82,3.2,0.8,15.00%,4.70%,10.30%,0.285,1.37,0.321,68.10%,4.22,4.08,0.15,sa739747
John Ely,Red Sox (A),28,8,7.88,5.63,1.4,0,17.10%,12.20%,4.90%,0.314,2,0.393,70.60%,5.63,4.09,1.54,6132
Scott Barlow,Dodgers (A),21,106,8.83,2.97,2.97,0.93,22.30%,7.50%,14.80%,0.267,1.4,0.33,65.40%,4.5,4.09,0.41,sa597976
Daniel Watts,Braves (A),24,25.2,7.71,2.1,3.67,1.05,21.40%,5.80%,15.50%,0.237,1.13,0.278,80.70%,3.16,4.09,-0.94,sa658915
Kyle Schepel,Diamondbacks (A),23,18,8,5,1.6,0.5,21.10%,13.20%,7.90%,0.197,1.28,0.245,88.00%,1.5,4.1,-2.6,sa731235
Michael Holback,Cardinals (A),21,13,9,3.46,2.6,0.69,24.50%,9.40%,15.10%,0.217,1.15,0.281,70.50%,4.15,4.1,0.05,sa738388
Josh Kimborowicz,Rays (A),22,34,7.68,1.85,4.14,1.06,21.80%,5.30%,16.50%,0.194,0.91,0.22,80.30%,2.91,4.1,-1.19,sa738307
Julio Reyes,Phillies (A),23,81.1,6.09,2.66,2.29,0.55,16.10%,7.00%,9.10%,0.228,1.17,0.262,65.60%,3.65,4.1,-0.45,sa551008
Robert Stock,Cardinals (A),24,40,6.75,4.73,1.43,0.23,16.40%,11.50%,4.90%,0.264,1.58,0.32,66.60%,5.18,4.11,1.07,sa500827
Shane Dawson,Blue Jays (A),20,56,7.39,3.86,1.92,0.64,19.20%,10.00%,9.20%,0.256,1.41,0.309,78.00%,3.38,4.11,-0.73,sa658332
Carlos Diaz,Giants (A),20,101.2,6.73,3.28,2.05,0.44,17.20%,8.40%,8.80%,0.266,1.4,0.319,68.30%,4.16,4.12,0.04,sa597196
Jared Lakind,Pirates (A),22,24.1,7.4,3.33,2.22,0.74,18.00%,8.10%,9.90%,0.333,1.77,0.4,74.60%,4.44,4.12,0.32,sa549657
Luis De Paula,Dodgers (A),22,31.1,6.89,4.02,1.71,0.57,16.80%,9.80%,7.00%,0.302,1.69,0.359,61.80%,5.74,4.12,1.62,sa659700
Zachary Bird,Dodgers (A),19,118.2,8.34,4.17,2,0.68,21.00%,10.50%,10.50%,0.254,1.46,0.316,68.30%,4.25,4.13,0.11,sa658136
Matthew Tenuta,Royals (A),20,126,6,2.36,2.55,0.64,15.50%,6.10%,9.40%,0.292,1.43,0.337,60.20%,5.43,4.13,1.29,sa658605
Troy Scribner,Astros (A),22,23,13.7,3.91,3.5,1.57,34.70%,9.90%,24.80%,0.244,1.39,0.353,76.60%,3.52,4.14,-0.62,sa709583
Ronald Herrera,- - -,19,133,5.55,1.69,3.28,0.74,14.50%,4.40%,10.10%,0.276,1.29,0.309,66.60%,3.92,4.14,-0.21,sa657806
Robbie Dickey,Nationals (A),20,9,5,5,1,0,11.90%,11.90%,0.00%,0.27,1.67,0.313,73.30%,3,4.14,-1.14,sa828877
Andrew Edwards,Royals (A),22,68,6.35,3.84,1.66,0.26,15.10%,9.10%,6.00%,0.307,1.71,0.365,65.70%,4.76,4.15,0.62,sa738219
Josh Richardson,Padres (A),22,31.2,6.25,2.84,2.2,0.57,14.50%,6.60%,7.90%,0.345,1.83,0.4,60.10%,7.11,4.15,2.96,sa738421
Pedro Diaz,Reds (A),21,55.2,8.08,3.23,2.5,0.81,19.30%,7.70%,11.60%,0.285,1.56,0.344,54.80%,5.34,4.15,1.19,sa597427
Andrew Beresford,Yankees (A),24,41.1,3.7,2.61,1.42,0.22,9.50%,6.70%,2.80%,0.256,1.31,0.281,61.20%,4.35,4.17,0.19,sa738354
Ryan Kemp,Reds (A),23,33.2,7.75,3.48,2.23,0.8,19.20%,8.60%,10.60%,0.299,1.6,0.362,57.10%,5.35,4.17,1.18,sa599169
Chris Freudenberg,White Sox (A),21,29,9.31,4.03,2.31,0.62,23.40%,10.20%,13.30%,0.252,1.41,0.329,73.50%,4.34,4.17,0.17,sa737879
Tyler Kane,Marlins (A),21,32.1,5.57,2.78,2,0.56,14.80%,7.40%,7.40%,0.29,1.42,0.333,70.10%,4.18,4.17,0,sa738905
Adam Miller,Diamondbacks (A),24,53,6.79,3.23,2.11,0.51,17.00%,8.10%,8.90%,0.258,1.38,0.307,75.20%,3.4,4.18,-0.79,sa738543
Luke Curtis,Brewers (A),22,24.1,8.51,2.59,3.29,1.11,23.20%,7.10%,16.20%,0.187,0.99,0.215,52.90%,3.7,4.18,-0.48,sa829243
Tyler Kinley,Marlins (A),23,30,9,3,3,0.9,24.40%,8.10%,16.30%,0.182,1,0.221,72.90%,2.7,4.19,-1.49,sa738149
Conor Mullee,Yankees (A),26,16.2,4.86,2.7,1.8,0.54,14.80%,8.20%,6.60%,0.143,0.78,0.152,86.20%,0.54,4.19,-3.65,sa549717
Christopher Kirsch,Rays (A),22,133.2,5.52,2.76,2,0.61,14.70%,7.30%,7.30%,0.236,1.21,0.266,72.70%,2.83,4.19,-1.36,sa549109
Esmerling De La Rosa,Marlins (A),23,51.1,9.64,3.16,3.06,1.05,25.90%,8.50%,17.50%,0.257,1.31,0.331,90.90%,2.28,4.19,-1.91,sa550547
Sam Roberts,Athletics (A),25,39.2,5.45,4.31,1.26,0.23,13.50%,10.70%,2.80%,0.236,1.41,0.273,68.90%,2.5,4.19,-1.69,sa598562
Lou Trivino,Athletics (A),22,139.2,6.12,2.77,2.21,0.64,15.60%,7.10%,8.50%,0.287,1.45,0.332,60.30%,5.28,4.19,1.09,sa737939
Antonio Senzatela,Rockies (A),19,144.2,5.54,2.24,2.47,0.68,14.80%,6.00%,8.80%,0.239,1.18,0.267,71.40%,3.11,4.19,-1.08,sa657576
Caleb Dirks,Braves (A),21,23,8.22,3.91,2.1,0.78,21.20%,10.10%,11.10%,0.281,1.52,0.349,83.90%,2.74,4.2,-1.46,sa829346
Felipe Gonzalez,Pirates (A),22,93,8.32,2.42,3.44,0.97,22.50%,6.50%,15.90%,0.226,1.12,0.272,74.50%,2.81,4.2,-1.39,sa512503
Juan Paniagua,Cubs (A),24,80.1,8.4,4.03,2.08,0.78,22.40%,10.80%,11.60%,0.24,1.33,0.299,77.80%,3.36,4.21,-0.85,sa506892
Ian Kendall,Rays (A),22,29,8.38,7.14,1.17,0,21.40%,18.30%,3.20%,0.158,1.34,0.216,68.30%,2.48,4.21,-1.73,sa548354
Thyago Vieira,Mariners (A),21,20.2,10.02,6.1,1.64,0.44,26.10%,15.90%,10.20%,0.222,1.45,0.313,65.40%,5.23,4.21,1.02,sa596366
Scott Sitz,Tigers (A),23,42.1,8.5,2.13,4,1.28,22.00%,5.50%,16.50%,0.287,1.39,0.344,56.20%,5.31,4.22,1.1,sa738412
